plant_type,soil_pct,temperature,humidity,light
snake_plant,52.21,30.6,75.1,55.83
cactus,27.56,30.6,75.1,55.83
money_plant,20.5,30.5,75.2,55.0
snake_plant,51.89,30.5,75.2,55.0
cactus,27.31,30.5,75.2,55.0
money_plant,20.36,30.6,75.2,55.83
snake_plant,52.02,30.6,75.2,55.83
cactus,27.59,30.6,75.2,55.83
snake_plant,52.08,30.6,75.5,55.0
cactus,27.74,30.6,75.5,55.0
money_plant,20.5,30.6,75.1,55.83
snake_plant,52.08,30.6,75.1,55.83
cactus,28.07,30.6,75.1,55.83
money_plant,20.41,30.6,75.3,55.0
snake_plant,51.58,30.6,75.3,55.0
cactus,27.83,30.6,75.3,55.0
money_plant,20.65,30.5,75.2,55.0
snake_plant,51.99,30.5,75.2,55.0
cactus,27.65,30.5,75.2,55.0
money_plant,20.89,30.5,75.3,55.83
snake_plant,52.02,30.5,75.3,55.83
cactus,28.65,30.5,75.3,55.83
money_plant,21.54,30.6,75.1,55.83
snake_plant,51.55,30.6,75.1,55.83
cactus,27.71,30.6,75.1,55.83
money_plant,20.86,30.6,75.2,55.83
snake_plant,51.71,30.6,75.2,55.83
cactus,28.22,30.6,75.2,55.83
money_plant,20.62,30.5,75.3,55.0
snake_plant,51.46,30.5,75.3,55.0
cactus,28.32,30.5,75.3,55.0
money_plant,20.03,30.5,75.3,55.83
snake_plant,51.89,30.5,75.3,55.83
cactus,28.35,30.5,75.3,55.83
money_plant,20.5,30.5,75.2,55.83
snake_plant,51.71,30.5,75.2,55.83
cactus,28.1,30.5,75.2,55.83
money_plant,20.3,30.5,75.3,55.0
snake_plant,51.49,30.5,75.3,55.0
cactus,27.95,30.5,75.3,55.0
money_plant,20.39,30.5,75.3,55.83
snake_plant,51.39,30.5,75.3,55.83
cactus,27.8,30.5,75.3,55.83
money_plant,19.91,30.5,75.4,55.83
snake_plant,51.64,30.5,75.4,55.83
cactus,28.16,30.5,75.4,55.83
money_plant,20.06,30.5,75.4,55.83
snake_plant,51.49,30.5,75.4,55.83
cactus,28.59,30.5,75.4,55.83
money_plant,20.36,30.5,75.4,55.0
snake_plant,51.46,30.5,75.4,55.0
cactus,28.29,30.5,75.4,55.0
money_plant,20.3,30.4,75.2,55.83
snake_plant,51.46,30.4,75.2,55.83
cactus,28.44,30.4,75.2,55.83
money_plant,20.33,30.5,75.3,55.83
snake_plant,52.74,30.5,75.3,55.83
cactus,28.59,30.5,75.3,55.83
money_plant,20.36,30.5,75.2,55.83
snake_plant,51.55,30.5,75.2,55.83
cactus,28.62,30.5,75.2,55.83
money_plant,20.53,30.4,75.3,55.83
snake_plant,51.55,30.4,75.3,55.83
cactus,27.44,30.4,75.3,55.83
money_plant,20.18,30.4,75.2,55.83
snake_plant,51.52,30.4,75.2,55.83
cactus,28.74,30.4,75.2,55.83
money_plant,20.3,30.4,75.3,55.83
snake_plant,51.61,30.4,75.3,55.83
cactus,28.29,30.4,75.3,55.83
money_plant,20.21,30.4,75.3,55.83
snake_plant,52.18,30.4,75.3,55.83
cactus,28.32,30.4,75.3,55.83
money_plant,20.36,30.3,75.3,55.83
snake_plant,52.52,30.3,75.3,55.83
cactus,28.22,30.3,75.3,55.83
money_plant,20.41,30.3,75.4,55.0
snake_plant,52.39,30.3,75.4,55.0
cactus,28.5,30.3,75.4,55.0
money_plant,20.27,30.3,75.4,55.83
snake_plant,52.46,30.3,75.4,55.83
cactus,28.47,30.3,75.4,55.83
money_plant,20.5,30.3,75.5,55.83
snake_plant,52.52,30.3,75.5,55.83
cactus,28.47,30.3,75.5,55.83
money_plant,20.41,30.2,75.2,55.83
snake_plant,52.52,30.2,75.2,55.83
cactus,28.47,30.2,75.2,55.83
money_plant,20.18,30.1,75.2,55.83
snake_plant,52.46,30.1,75.2,55.83
cactus,28.53,30.1,75.2,55.83
money_plant,20.21,30.1,75.3,55.83
snake_plant,51.89,30.1,75.3,55.83
cactus,28.35,30.1,75.3,55.83
money_plant,20.3,30.1,75.5,55.83
snake_plant,52.08,30.1,75.5,55.83
cactus,28.1,30.1,75.5,55.83
money_plant,20.27,30.0,75.2,55.83
snake_plant,52.11,30.0,75.2,55.83
cactus,28.04,30.0,75.2,55.83
money_plant,20.41,30.0,75.2,55.83
snake_plant,48.73,30.0,75.2,55.83
cactus,28.62,30.0,75.2,55.83
money_plant,17.21,30.0,75.2,55.83
snake_plant,52.39,30.0,75.2,55.83
cactus,28.5,30.0,75.2,55.83
money_plant,20.3,30.0,75.0,55.83
snake_plant,51.92,30.0,75.0,55.83
cactus,28.59,30.0,75.0,55.83
money_plant,20.33,30.0,75.0,55.83
snake_plant,51.71,30.0,75.0,55.83
money_plant,20.21,30.0,75.0,55.83
snake_plant,52.02,30.0,75.0,55.83
cactus,28.16,30.0,75.0,55.83
money_plant,20.36,30.0,74.8,55.83
snake_plant,52.05,30.0,74.8,55.83
cactus,28.5,30.0,74.8,55.83
snake_plant,51.61,30.0,75.0,55.83
money_plant,20.74,30.0,75.0,55.83
cactus,28.25,30.0,75.0,55.83
money_plant,20.3,30.0,75.1,55.0
snake_plant,51.89,30.0,75.1,55.0
cactus,28.62,30.0,75.1,55.0
money_plant,20.44,30.0,75.6,55.83
snake_plant,51.58,30.0,75.6,55.83
cactus,28.53,30.0,75.6,55.83
money_plant,20.33,30.0,76.2,55.83
snake_plant,51.55,30.0,76.2,55.83
cactus,28.5,30.0,76.2,55.83
money_plant,20.21,30.1,76.4,55.0
snake_plant,51.58,30.1,76.4,55.0
cactus,28.56,30.1,76.4,55.0
money_plant,20.36,30.1,76.9,55.83
snake_plant,51.55,30.1,76.9,55.83
cactus,28.41,30.1,76.9,55.83
money_plant,20.44,30.0,76.6,55.83
snake_plant,51.67,30.0,76.6,55.83
cactus,28.92,30.0,76.6,55.83
money_plant,20.27,30.0,76.6,55.83
snake_plant,51.74,30.0,76.6,55.83
cactus,28.22,30.0,76.6,55.83
money_plant,20.44,30.0,76.5,55.83
snake_plant,51.77,30.0,76.5,55.83
cactus,29.07,30.0,76.5,55.83
money_plant,20.39,30.0,76.4,55.83
snake_plant,51.83,30.0,76.4,55.83
cactus,28.1,30.0,76.4,55.83
money_plant,20.74,30.0,77.3,55.0
snake_plant,52.05,30.0,77.3,55.0
cactus,27.92,30.0,77.3,55.0
money_plant,20.36,30.0,77.4,55.0
snake_plant,51.55,30.0,77.4,55.0
cactus,28.22,30.0,77.4,55.0
money_plant,20.44,30.1,77.4,55.0
snake_plant,51.46,30.1,77.4,55.0
cactus,28.41,30.1,77.4,55.0
money_plant,20.62,30.1,77.0,55.0
snake_plant,51.55,30.1,77.0,55.0
cactus,28.13,30.1,77.0,55.0
money_plant,20.36,30.2,77.2,55.0
snake_plant,51.02,30.2,77.2,55.0
cactus,28.44,30.2,77.2,55.0
money_plant,20.56,30.2,77.2,55.0
snake_plant,51.58,30.2,77.2,55.0
cactus,28.47,30.2,77.2,55.0
money_plant,20.68,30.1,77.3,55.0
snake_plant,51.17,30.1,77.3,55.0
cactus,28.47,30.1,77.3,55.0
money_plant,20.47,30.2,77.4,55.0
snake_plant,51.33,30.2,77.4,55.0
cactus,28.62,30.2,77.4,55.0
money_plant,21.1,30.2,77.1,55.83
snake_plant,51.21,30.2,77.1,55.83
cactus,28.59,30.2,77.1,55.83
money_plant,20.06,30.2,77.2,55.0
snake_plant,51.21,30.2,77.2,55.0
cactus,28.56,30.2,77.2,55.0
money_plant,20.03,30.2,77.0,55.0
snake_plant,51.08,30.2,77.0,55.0
cactus,28.62,30.2,77.0,55.0
money_plant,20.33,30.2,76.8,55.0
snake_plant,51.27,30.2,76.8,55.0
cactus,28.47,30.2,76.8,55.0
snake_plant,50.74,30.2,76.8,55.0
cactus,28.56,30.2,76.8,55.0
money_plant,20.36,30.2,77.0,55.0
snake_plant,50.58,30.2,77.0,55.0
money_plant,20.33,30.2,77.1,55.0
snake_plant,51.02,30.2,77.1,55.0
cactus,28.62,30.2,77.1,55.0
money_plant,20.15,30.2,76.9,55.0
snake_plant,50.58,30.2,76.9,55.0
cactus,28.71,30.2,76.9,55.0
money_plant,20.44,30.2,77.1,55.0
snake_plant,50.86,30.2,77.1,55.0
money_plant,20.5,30.2,77.0,55.0
snake_plant,50.7,30.2,77.0,55.0
cactus,28.83,30.2,77.0,55.0
money_plant,20.18,30.2,77.0,55.0
cactus,29.01,30.2,77.0,55.0
money_plant,20.5,30.2,76.9,55.0
cactus,28.92,30.2,76.9,55.0
money_plant,20.41,30.2,76.9,55.0
snake_plant,50.77,30.2,76.9,55.0
cactus,28.8,30.2,76.9,55.0
money_plant,20.71,30.2,76.8,55.0
snake_plant,50.64,30.2,76.8,55.0
cactus,28.71,30.2,76.8,55.0
money_plant,19.08,30.2,76.9,55.0
snake_plant,50.7,30.2,76.9,55.0
cactus,28.83,30.2,76.9,55.0
money_plant,20.36,30.2,76.9,55.0
snake_plant,50.45,30.2,76.9,55.0
money_plant,20.39,30.2,76.9,55.0
snake_plant,50.52,30.2,76.9,55.0
money_plant,19.41,30.2,76.8,55.0
snake_plant,50.33,30.2,76.8,55.0
cactus,29.01,30.2,76.8,55.0
snake_plant,50.27,30.2,76.8,55.0
cactus,29.04,30.2,76.8,55.0
money_plant,20.36,30.2,76.8,55.0
snake_plant,50.49,30.2,76.8,55.0
cactus,29.07,30.2,76.8,55.0
money_plant,20.36,30.2,76.6,55.0
snake_plant,50.45,30.2,76.6,55.0
cactus,28.83,30.2,76.6,55.0
money_plant,20.62,30.2,76.9,55.0
money_plant,20.24,30.2,76.7,55.0
snake_plant,50.7,30.2,76.7,55.0
cactus,28.77,30.2,76.7,55.0
snake_plant,51.08,30.2,76.8,55.0
cactus,28.62,30.2,76.8,55.0
money_plant,20.15,30.3,76.7,55.0
snake_plant,51.02,30.3,76.7,55.0
cactus,28.59,30.3,76.7,55.0
money_plant,20.33,30.2,76.6,55.0
snake_plant,49.86,30.2,76.6,55.0
cactus,28.62,30.2,76.6,55.0
money_plant,20.27,30.2,76.7,55.0
snake_plant,51.08,30.2,76.7,55.0
cactus,28.8,30.2,76.7,55.0
money_plant,20.27,30.3,76.7,55.83
snake_plant,51.08,30.3,76.7,55.83
cactus,28.71,30.3,76.7,55.83
money_plant,20.24,30.3,76.6,55.0
snake_plant,50.83,30.3,76.6,55.0
cactus,28.77,30.3,76.6,55.0
money_plant,20.06,30.3,76.5,55.0
snake_plant,50.77,30.3,76.5,55.0
cactus,29.01,30.3,76.5,55.0
money_plant,19.97,30.3,76.6,55.0
snake_plant,50.74,30.3,76.6,55.0
cactus,28.68,30.3,76.6,55.0
money_plant,20.21,30.3,76.4,55.0
snake_plant,50.86,30.3,76.4,55.0
cactus,28.77,30.3,76.4,55.0
money_plant,20.41,30.3,76.4,55.0
snake_plant,50.89,30.3,76.4,55.0
cactus,28.59,30.3,76.4,55.0
money_plant,20.36,30.3,76.6,55.0
snake_plant,50.55,30.3,76.6,55.0
cactus,28.65,30.3,76.6,55.0
money_plant,20.3,30.3,76.5,55.0
snake_plant,50.7,30.3,76.5,55.0
cactus,28.8,30.3,76.5,55.0
snake_plant,50.7,30.3,76.4,55.0
cactus,28.89,30.3,76.4,55.0
money_plant,16.41,30.3,76.4,55.0
snake_plant,50.74,30.3,76.4,55.0
money_plant,20.09,30.3,76.5,55.0
snake_plant,50.52,30.3,76.5,55.0
cactus,28.89,30.3,76.5,55.0
money_plant,20.18,30.3,76.5,55.0
snake_plant,50.86,30.3,76.5,55.0
cactus,28.95,30.3,76.5,55.0
money_plant,20.44,30.3,76.4,55.0
snake_plant,50.61,30.3,76.4,55.0
cactus,29.07,30.3,76.4,55.0
money_plant,20.15,30.3,76.5,55.83
snake_plant,50.67,30.3,76.5,55.83
cactus,28.65,30.3,76.5,55.83
money_plant,20.24,30.3,76.4,55.0
cactus,29.01,30.3,76.4,55.0
money_plant,20.24,30.3,76.3,55.0
snake_plant,50.8,30.3,76.3,55.0
cactus,29.1,30.3,76.3,55.0
money_plant,20.36,30.3,76.4,55.0
snake_plant,50.55,30.3,76.4,55.0
money_plant,19.91,30.3,76.3,55.0
snake_plant,50.86,30.3,76.3,55.0
cactus,28.92,30.3,76.3,55.0
money_plant,19.88,30.3,76.4,55.83
snake_plant,50.61,30.3,76.4,55.83
cactus,29.1,30.3,76.4,55.83
money_plant,20.36,30.3,76.4,0.0
snake_plant,51.11,30.3,76.4,0.0
cactus,29.38,30.3,76.4,0.0
money_plant,20.09,30.3,76.2,0.0
snake_plant,50.67,30.3,76.2,0.0
cactus,28.95,30.3,76.2,0.0
money_plant,19.91,30.3,76.3,0.0
snake_plant,50.52,30.3,76.3,0.0
cactus,28.98,30.3,76.3,0.0
money_plant,19.82,30.3,76.2,0.0
snake_plant,50.52,30.3,76.2,0.0
cactus,29.07,30.3,76.2,0.0
cactus,29.04,30.3,76.2,0.0
money_plant,22.16,30.3,76.1,0.0
snake_plant,50.49,30.3,76.1,0.0
cactus,29.1,30.3,76.1,0.0
money_plant,20.0,30.3,75.9,0.0
snake_plant,50.55,30.3,75.9,0.0
cactus,28.83,30.3,75.9,0.0
money_plant,17.21,30.3,76.0,0.0
snake_plant,50.33,30.3,76.0,0.0
cactus,28.8,30.3,76.0,0.0
money_plant,20.21,30.2,76.0,0.0
snake_plant,50.55,30.2,76.0,0.0
cactus,28.68,30.2,76.0,0.0
money_plant,19.73,30.2,76.0,0.0
snake_plant,53.77,30.2,76.0,0.0
cactus,28.89,30.2,76.0,0.0
money_plant,20.18,30.2,76.2,0.0
snake_plant,50.23,30.2,76.2,0.0
cactus,29.04,30.2,76.2,0.0
money_plant,20.03,30.2,75.9,0.0
snake_plant,50.27,30.2,75.9,0.0
cactus,29.01,30.2,75.9,0.0
money_plant,20.18,30.2,76.0,0.0
snake_plant,50.49,30.2,76.0,0.0
cactus,29.1,30.2,76.0,0.0
money_plant,20.21,30.2,76.1,0.0
snake_plant,50.33,30.2,76.1,0.0
cactus,29.07,30.2,76.1,0.0
snake_plant,50.17,30.2,76.0,0.0
cactus,29.47,30.2,76.0,0.0
money_plant,20.15,30.2,75.8,0.0
snake_plant,50.64,30.2,75.8,0.0
cactus,29.41,30.2,75.8,0.0
money_plant,20.15,30.1,75.8,0.0
snake_plant,50.49,30.1,75.8,0.0
cactus,29.29,30.1,75.8,0.0
money_plant,19.91,30.1,75.9,0.0
snake_plant,50.42,30.1,75.9,0.0
cactus,29.53,30.1,75.9,0.0
money_plant,19.08,30.0,75.4,0.0
snake_plant,50.64,30.0,75.4,0.0
cactus,29.14,30.0,75.4,0.0
money_plant,20.36,30.0,75.4,0.0
snake_plant,51.08,30.0,75.4,0.0
cactus,29.5,30.0,75.4,0.0
money_plant,20.21,30.0,75.4,0.0
snake_plant,51.74,30.0,75.4,0.0
cactus,29.26,30.0,75.4,0.0
money_plant,20.15,30.0,75.5,0.0
snake_plant,50.55,30.0,75.5,0.0
cactus,29.29,30.0,75.5,0.0
money_plant,19.82,30.0,75.3,0.0
snake_plant,50.55,30.0,75.3,0.0
cactus,29.17,30.0,75.3,0.0
money_plant,19.91,30.0,75.5,0.0
snake_plant,51.71,30.0,75.5,0.0
cactus,29.59,30.0,75.5,0.0
money_plant,19.91,30.0,75.4,0.0
snake_plant,51.05,30.0,75.4,0.0
cactus,29.8,30.0,75.4,0.0
money_plant,19.94,30.0,75.3,0.0
snake_plant,50.58,30.0,75.3,0.0
cactus,29.68,30.0,75.3,0.0
snake_plant,50.55,30.0,75.4,0.0
money_plant,20.41,29.9,75.4,0.0
snake_plant,50.7,29.9,75.4,0.0
cactus,29.5,29.9,75.4,0.0
money_plant,20.03,30.0,75.3,0.0
snake_plant,50.86,30.0,75.3,0.0
cactus,29.77,30.0,75.3,0.0
money_plant,19.97,30.0,75.5,0.0
snake_plant,50.83,30.0,75.5,0.0
cactus,29.71,30.0,75.5,0.0
money_plant,20.27,30.0,75.3,0.0
snake_plant,51.21,30.0,75.3,0.0
cactus,30.05,30.0,75.3,0.0
money_plant,19.85,30.0,75.4,0.0
snake_plant,50.58,30.0,75.4,0.0
cactus,30.02,30.0,75.4,0.0
money_plant,19.97,30.0,75.4,0.0
snake_plant,50.86,30.0,75.4,0.0
cactus,29.98,30.0,75.4,0.0
snake_plant,50.7,30.0,75.4,0.0
cactus,29.65,30.0,75.4,0.0
money_plant,19.94,30.0,75.2,0.0
snake_plant,50.55,30.0,75.2,0.0
cactus,29.8,30.0,75.2,0.0
money_plant,20.24,30.0,75.9,0.0
snake_plant,51.08,30.0,75.9,0.0
cactus,29.86,30.0,75.9,0.0
money_plant,19.79,30.0,75.2,0.0
snake_plant,51.08,30.0,75.2,0.0
cactus,29.59,30.0,75.2,0.0
money_plant,20.36,30.0,75.9,0.0
snake_plant,50.89,30.0,75.9,0.0
cactus,29.98,30.0,75.9,0.0
money_plant,20.27,30.0,76.0,0.0
snake_plant,50.7,30.0,76.0,0.0
cactus,29.68,30.0,76.0,0.0
money_plant,20.36,30.1,75.7,0.0
snake_plant,50.58,30.1,75.7,0.0
cactus,29.56,30.1,75.7,0.0
snake_plant,50.77,30.1,75.8,0.0
cactus,29.59,30.1,75.8,0.0
money_plant,20.03,30.0,75.9,0.0
snake_plant,50.95,30.0,75.9,0.0
cactus,29.59,30.0,75.9,0.0
money_plant,19.73,30.0,75.7,0.0
snake_plant,50.74,30.0,75.7,0.0
cactus,29.59,30.0,75.7,0.0
money_plant,20.03,30.0,75.8,0.0
snake_plant,50.7,30.0,75.8,0.0
cactus,29.5,30.0,75.8,0.0
money_plant,20.03,30.1,75.8,0.0
snake_plant,50.95,30.1,75.8,0.0
cactus,29.86,30.1,75.8,0.0
money_plant,20.15,30.0,75.8,0.0
snake_plant,50.89,30.0,75.8,0.0
cactus,29.8,30.0,75.8,0.0
money_plant,20.18,30.0,75.3,0.0
snake_plant,50.64,30.0,75.3,0.0
cactus,29.8,30.0,75.3,0.0
money_plant,20.39,30.0,75.8,0.0
snake_plant,51.21,30.0,75.8,0.0
money_plant,20.21,30.0,75.8,0.0
snake_plant,51.08,30.0,75.8,0.0
cactus,30.23,30.0,75.8,0.0
money_plant,19.91,30.0,75.3,0.0
snake_plant,51.27,30.0,75.3,0.0
cactus,29.92,30.0,75.3,0.0
money_plant,20.09,30.0,75.7,0.0
snake_plant,51.58,30.0,75.7,0.0
cactus,29.74,30.0,75.7,0.0
money_plant,19.85,30.0,75.8,0.0
snake_plant,51.24,30.0,75.8,0.0
cactus,29.74,30.0,75.8,0.0
money_plant,20.15,30.0,75.3,0.0
snake_plant,51.67,30.0,75.3,0.0
cactus,29.59,30.0,75.3,0.0
cactus,29.74,30.0,75.3,0.0
snake_plant,51.14,30.0,75.4,0.0
money_plant,20.3,30.0,75.4,0.0
money_plant,19.56,30.0,75.4,0.0
snake_plant,51.39,30.0,75.4,0.0
cactus,29.59,30.0,75.4,0.0
money_plant,20.06,30.0,75.4,0.0
snake_plant,51.21,30.0,75.4,0.0
cactus,29.86,30.0,75.4,0.0
money_plant,20.18,30.0,75.4,0.0
snake_plant,49.55,30.0,75.4,0.0
cactus,29.56,30.0,75.4,0.0
money_plant,23.26,30.0,75.4,0.0
snake_plant,50.99,30.0,75.4,0.0
snake_plant,51.14,30.0,75.5,0.0
cactus,29.32,30.0,75.5,0.0
money_plant,20.03,30.0,75.4,0.0
snake_plant,51.36,30.0,75.4,0.0
cactus,28.29,30.0,75.4,0.0
snake_plant,50.95,30.0,75.3,0.0
cactus,29.26,30.0,75.3,0.0
money_plant,20.21,30.0,75.6,0.0
snake_plant,51.52,30.0,75.6,0.0
cactus,29.07,30.0,75.6,0.0
money_plant,20.15,29.9,75.4,0.0
snake_plant,51.21,29.9,75.4,0.0
cactus,28.25,29.9,75.4,0.0
money_plant,19.79,30.0,75.3,0.0
snake_plant,51.11,30.0,75.3,0.0
cactus,29.1,30.0,75.3,0.0
money_plant,20.06,30.0,75.5,0.0
snake_plant,51.49,30.0,75.5,0.0
cactus,29.5,30.0,75.5,0.0
money_plant,19.88,29.9,75.4,0.0
snake_plant,51.58,29.9,75.4,0.0
cactus,29.23,29.9,75.4,0.0
snake_plant,51.27,30.0,75.4,0.0
cactus,29.41,30.0,75.4,0.0
money_plant,20.62,29.9,75.5,0.0
snake_plant,51.77,29.9,75.5,0.0
cactus,29.65,29.9,75.5,0.0
money_plant,20.56,30.0,75.5,0.0
snake_plant,51.55,30.0,75.5,0.0
cactus,29.62,30.0,75.5,0.0
money_plant,19.79,30.0,75.5,0.0
snake_plant,51.58,30.0,75.5,0.0
cactus,29.1,30.0,75.5,0.0
snake_plant,51.49,30.0,75.4,0.0
cactus,29.77,30.0,75.4,0.0
money_plant,20.03,30.0,75.5,0.0
cactus,29.44,30.0,75.5,0.0
money_plant,20.15,30.0,75.4,0.0
snake_plant,51.64,30.0,75.4,0.0
money_plant,20.06,30.0,75.6,0.0
snake_plant,51.67,30.0,75.6,0.0
cactus,29.5,30.0,75.6,0.0
money_plant,19.67,30.0,75.6,0.0
snake_plant,51.96,30.0,75.6,0.0
cactus,29.41,30.0,75.6,0.0
money_plant,20.03,29.9,75.4,0.0
snake_plant,51.55,29.9,75.4,0.0
cactus,29.59,29.9,75.4,0.0
money_plant,19.94,29.9,75.5,0.0
snake_plant,52.24,29.9,75.5,0.0
cactus,29.62,29.9,75.5,0.0
snake_plant,52.24,30.0,75.6,0.0
cactus,29.62,30.0,75.6,0.0
money_plant,19.88,29.9,75.3,0.0
snake_plant,52.46,29.9,75.3,0.0
cactus,29.89,29.9,75.3,0.0
money_plant,19.67,29.9,75.5,0.0
snake_plant,51.83,29.9,75.5,0.0
cactus,29.8,29.9,75.5,0.0
money_plant,20.09,29.9,75.4,0.0
snake_plant,51.99,29.9,75.4,0.0
cactus,29.77,29.9,75.4,0.0
money_plant,20.15,29.9,75.6,0.0
snake_plant,51.08,29.9,75.6,0.0
cactus,29.77,29.9,75.6,0.0
money_plant,19.35,30.0,75.4,0.0
snake_plant,52.05,30.0,75.4,0.0
money_plant,19.85,29.9,75.4,0.0
snake_plant,52.24,29.9,75.4,0.0
cactus,29.74,29.9,75.4,0.0
money_plant,20.03,29.9,75.6,0.0
snake_plant,52.14,29.9,75.6,0.0
cactus,29.59,29.9,75.6,0.0
snake_plant,52.18,29.9,75.5,0.0
money_plant,20.0,29.9,75.5,0.0
snake_plant,51.99,29.9,75.5,0.0
cactus,28.92,29.9,75.5,0.0
snake_plant,52.05,29.9,75.6,0.0
cactus,30.02,29.9,75.6,0.0
money_plant,20.33,29.9,75.5,0.0
snake_plant,52.52,29.9,75.5,0.0
cactus,29.5,29.9,75.5,0.0
money_plant,19.85,29.9,75.6,0.0
snake_plant,52.24,29.9,75.6,0.0
cactus,29.32,29.9,75.6,0.0
money_plant,20.09,29.9,75.6,0.0
snake_plant,52.36,29.9,75.6,0.0
cactus,29.47,29.9,75.6,0.0
money_plant,19.88,29.9,75.6,0.0
snake_plant,52.46,29.9,75.6,0.0
cactus,29.38,29.9,75.6,0.0
money_plant,19.56,29.9,75.6,0.0
snake_plant,52.33,29.9,75.6,0.0
cactus,29.2,29.9,75.6,0.0
money_plant,19.97,29.9,75.5,0.0
money_plant,19.91,29.9,75.6,0.0
cactus,30.26,29.9,75.6,0.0
money_plant,19.82,29.9,75.7,0.0
snake_plant,52.58,29.9,75.7,0.0
cactus,29.26,29.9,75.7,0.0
money_plant,19.94,29.8,75.6,0.0
snake_plant,52.14,29.8,75.6,0.0
cactus,29.59,29.8,75.6,0.0
money_plant,19.7,29.9,75.5,0.0
snake_plant,51.86,29.9,75.5,0.0
cactus,29.38,29.9,75.5,0.0
snake_plant,51.74,29.8,75.6,0.0
cactus,29.1,29.8,75.6,0.0
money_plant,20.09,29.9,75.5,0.0
snake_plant,51.96,29.9,75.5,0.0
cactus,28.89,29.9,75.5,0.0
money_plant,19.79,29.9,75.5,0.0
snake_plant,52.05,29.9,75.5,0.0
cactus,29.14,29.9,75.5,0.0
money_plant,19.82,29.9,75.5,0.0
snake_plant,52.27,29.9,75.5,0.0
cactus,29.1,29.9,75.5,0.0
money_plant,19.73,29.8,75.5,0.0
snake_plant,52.21,29.8,75.5,0.0
cactus,29.1,29.8,75.5,0.0
cactus,29.56,29.9,75.5,0.0
money_plant,19.79,29.9,75.6,0.0
snake_plant,51.86,29.9,75.6,0.0
snake_plant,51.71,29.9,75.5,0.0
cactus,29.74,29.9,75.5,0.0
money_plant,20.21,29.9,75.6,0.0
snake_plant,55.46,29.9,75.6,0.0
cactus,29.86,29.9,75.6,0.0
money_plant,20.27,29.9,75.6,0.0
snake_plant,51.71,29.9,75.6,0.0
snake_plant,51.64,29.9,75.5,0.0
money_plant,19.85,29.9,75.7,0.0
snake_plant,51.64,29.9,75.7,0.0
cactus,29.59,29.9,75.7,0.0
money_plant,20.15,29.8,75.5,0.0
snake_plant,51.86,29.8,75.5,0.0
cactus,29.59,29.8,75.5,0.0
money_plant,19.94,29.9,75.6,0.0
snake_plant,51.55,29.9,75.6,0.0
money_plant,20.36,29.8,75.5,0.0
snake_plant,53.08,29.8,75.5,0.0
cactus,30.29,29.8,75.5,0.0
money_plant,20.27,29.8,75.4,0.0
snake_plant,51.74,29.8,75.4,0.0
cactus,29.92,29.8,75.4,0.0
snake_plant,51.55,29.8,75.5,0.0
cactus,29.68,29.8,75.5,0.0
money_plant,20.18,29.9,75.6,0.0
money_plant,20.09,29.8,75.5,0.0
cactus,29.56,29.8,75.5,0.0
money_plant,20.0,29.8,75.6,0.0
snake_plant,51.52,29.8,75.6,0.0
cactus,29.65,29.8,75.6,0.0
money_plant,19.73,29.9,75.4,0.0
snake_plant,51.46,29.9,75.4,0.0
cactus,29.56,29.9,75.4,0.0
snake_plant,51.64,29.8,75.5,0.0
snake_plant,51.61,29.9,75.5,0.0
cactus,29.41,29.9,75.5,0.0
snake_plant,51.86,29.8,75.6,0.0
cactus,29.53,29.8,75.6,0.0
money_plant,20.8,29.9,75.5,0.0
cactus,29.59,29.9,75.5,0.0
money_plant,19.97,29.8,75.4,0.0
snake_plant,51.58,29.8,75.4,0.0
cactus,29.62,29.8,75.4,0.0
money_plant,20.15,29.8,75.3,0.0
snake_plant,51.58,29.8,75.3,0.0
cactus,29.59,29.8,75.3,0.0
money_plant,20.33,29.8,75.4,0.0
cactus,29.5,29.8,75.4,0.0
snake_plant,51.77,29.8,75.5,0.0
money_plant,19.76,29.8,75.4,0.0
cactus,29.71,29.8,75.4,0.0
money_plant,20.06,29.8,75.5,0.0
snake_plant,51.61,29.8,75.5,0.0
cactus,29.65,29.8,75.5,0.0
money_plant,19.94,29.8,75.3,0.0
snake_plant,52.05,29.8,75.3,0.0
cactus,29.5,29.8,75.3,0.0
money_plant,19.91,29.8,75.1,0.0
snake_plant,51.55,29.8,75.1,0.0
cactus,29.59,29.8,75.1,0.0
money_plant,20.06,29.8,75.4,0.0
snake_plant,51.55,29.8,75.4,0.0
cactus,29.53,29.8,75.4,0.0
money_plant,19.7,29.8,75.5,0.0
snake_plant,51.83,29.8,75.5,0.0
cactus,29.53,29.8,75.5,0.0
money_plant,19.91,29.8,75.3,0.0
snake_plant,51.55,29.8,75.3,0.0
cactus,29.41,29.8,75.3,0.0
money_plant,20.27,29.8,75.5,0.0
cactus,29.32,29.8,75.5,0.0
money_plant,20.21,29.8,75.4,0.0
snake_plant,52.02,29.8,75.4,0.0
cactus,29.44,29.8,75.4,0.0
money_plant,20.09,29.8,75.3,0.0
snake_plant,51.77,29.8,75.3,0.0
money_plant,20.27,29.8,75.3,0.0
snake_plant,51.64,29.8,75.3,0.0
money_plant,19.91,29.8,75.6,0.0
snake_plant,51.77,29.8,75.6,0.0
cactus,29.41,29.8,75.6,0.0
snake_plant,51.92,29.8,75.3,0.0
cactus,29.1,29.8,75.3,0.0
